ts,arena-loadtest-api-1_cpu,arena-loadtest-api-1_mem_mib,arena-loadtest-worker-1_cpu,arena-loadtest-worker-1_mem_mib,arena-loadtest-db-1_cpu,arena-loadtest-db-1_mem_mib,arena-loadtest-stripe_stub-1_cpu,arena-loadtest-stripe_stub-1_mem_mib,arena-loadtest-traefik-1_cpu,arena-loadtest-traefik-1_mem_mib,conns,active,waiting_on_lock,longest_tx_s,deadlocks_total,outbox_backlog,jobs_pending,delivery_pending,dead_letters,expired_unreleased,db_mb
2026-09-22T18:10:37.639Z,13.63,29.6,1.30,11.4,38.07,265.4,0.10,9.8,6.85,80.9,23,1,0,0,0,2,4,0,0,0,43
2026-09-22T18:10:52.641Z,13.72,29.7,1.41,11.4,26.70,266.4,0.01,9.1,9.46,50.3,23,1,0,0,0,0,6,0,0,0,43
2026-09-22T18:11:07.654Z,15.79,29.7,0.95,11.4,31.21,266.8,0.09,9.4,8.01,49.6,23,1,0,0,0,2,4,0,0,0,43
2026-09-22T18:11:22.656Z,10.14,29.7,2.12,11.5,24.71,267.0,0.01,9.7,7.87,49.7,23,1,0,0,0,0,6,0,0,0,43
2026-09-22T18:11:37.660Z,15.03,29.7,1.33,11.7,32.87,267.3,0.11,9.9,5.61,49.7,23,1,0,0,0,1,4,0,0,0,43
2026-09-22T18:11:52.662Z,13.81,29.7,2.05,11.9,27.02,267.6,0.01,9.2,6.88,49.7,23,1,0,0,0,0,6,0,0,0,43
2026-09-22T18:12:07.663Z,15.59,29.7,1.40,11.9,31.02,267.5,0.13,9.5,9.42,49.8,23,1,0,0,0,1,4,0,0,0,44
2026-09-22T18:12:22.665Z,0.00,29.7,0.20,11.9,0.20,267.5,0.01,9.6,0.13,50.1,23,1,0,0,0,0,4,0,0,0,44
2026-09-22T18:12:37.669Z,0.00,29.7,0.13,11.9,0.16,267.4,0.02,9.7,0.10,49.7,23,1,0,0,0,0,4,0,0,0,44
2026-09-22T18:12:52.672Z,0.00,29.7,0.12,11.9,0.09,267.4,0.01,9.7,0.08,49.7,23,1,0,0,0,0,4,0,0,0,44
2026-09-22T18:13:07.674Z,0.00,29.7,0.21,11.9,4.74,267.4,0.00,9.7,0.08,49.7,23,1,0,0,0,0,4,0,0,0,44
